,tweet,sentiment
1204,"""#debate08 McCain to Obama, """"Hey, kid, get off of my lawn!""""""",negative
1205,Obama doesn't know the difference between profit and profit margin. #debate08,negative
1206,"""#debate08 Rewind of my debate performance: """"eh uh uh uhm uh eh uh eh John was right""""""",negative
1207,"""too funny, people think Obama won the #debate08 As if they polled all American Joe Doakes! Obama drones on like Couric. Boring ppl to sleep!""",negative
1208,#debate08 FOX keeps repeating the parts where Obama said McCain is right. go figure.,negative
1209,"""9/15 post about Kissinger's stance on talking wih Iran: http://tinyurl.com/5pabty You can't come out and lie about it now, Henry! #current""",negative
1210,#debate08 #lame #makeitendnow,negative
1211,"""@stoutware McCain doesn't know the difference between Sunni and Shia, or where Spain is. #debate08""",negative
1212,"""#debate08 mccain fed in so many lies, misleading statements and other dreck it would be impossible to refute them all!""",negative
1213,"""@korym It's like freakin' 4chan with all the nonsense, hah.""",negative
1214,#current Ha! emailers to CNN accusing network of letting Biden come on and NOT Palin. Stupid uniformed people might still win it for McCain!,negative
1215,#debate08 Where is Palin hiding? Has she declined all post-debate interviews?,negative
1216,@macartisan joking actually because I didnt see any McCain supporters tweeting,negative
1217,"""RT @kcrusher #debate08 mccain fed in so many lies, misleading statements and other dreck it would be impossible to refute them all!""",negative
1218,Both candidates are WRONG on Russia and Georgia. #debate08,negative
1219,"""#debate08 @LipstickVP I disagree, McCain's voice puts me to sleep with his monotone lisp""",negative
1220,@LipstickVP I almost put myself to sleep during the #debate08 - I'm so much better with a teleprompter!,negative
1221,@Imarilove escrow did that to me too. it's the whole paper length thing that gets to me. I have a problem with being terse and not wordy.,negative
1222,@mkantonelli he wouldn't look Obama in the eyes at all maybe he thought he would get hexed ;/,negative
1223,"""Really, why couldn't McCain look Obama in the eye?  Callow, lying, honorless jackass.  #current""",negative
1224,#current Obama: a bit dull and professorial. McCain condescending and bitter.,negative
1225,"""Stupid people will be voting for Obama, want govt. handouts. #current""",negative
1226,@dksnyder Because McCain kept telling lies!! It's hard to stay silent when someone lies. #debate08,negative
1227,Hmm...BO may have slighted his elder by calling him by his first name. #debate08,negative
1228,*GASP*!! McCain doesn't have on a flag pin! He doesn't love America! #debate08,negative
1229,"""@claymaker They're BOTH full of it!  Lies, and covering their tracks.  I was just bothered by the constant interjections! #debate08""",negative
1230,McCain wasn't wearing a flag pin on his lapel. I look forward to the right-wing outcry. #debate08,negative
1231,Guessing that Sarah Palin's being given scripted speaking points before commenting on the debate tonight. #current #debate08,negative
1232,@orbitaldiamonds  #debate08 even the veterans don't support mccain!,negative
1233,"""hey guys, Hack the Debate round II will be happening October 2nd. here's the promo: http://current.com/items/89344327_ #current""",negative
1234,"""When McCain called for a freeze on gov't spending, I thought of Nixon's wage and price controls. Didn't work http://poprl.com/1LN #debate08""",negative
1235,@MercuryMetro they have to program her. #debate08,negative
1236,@sarking It's called projecting. McCain is accusing Obama of McCain's own faults. #debate08,negative
1237,I love how McCain is claiming he's bipartisan but then uses his opponent agreeing with him as a cudgel in an ad. Hypocrisy? #debate08,negative
1238,#debate08 remember - mccain wanted to vote against the GI bill until it was political suicide to do so.,negative
1239,"""at 11:25, I've officially hit debate analysis overload...what else is on? #debate08""",negative
1240,Missouri law enforcement straps on jackboots for Obama! http://tiny.cc/ObmET #current #debate08,negative
1241,#current Is this what leadership is? http://tinyurl.com/3rlctd,negative
1242,"""""""Just because I was there doesn't make me right."""" - Joe Biden on MSNBC re: McCain's world traveler-acquired """"knowledge."""" #current #debate08""",negative
1243,@alindsey3  #debate08 most of the people on drudge are mccain supporters so...makes sense.,negative
1244,#debate08 #current pickens plan ad on msnbc. don't fall for the water grab plan. he's still an oil man at heart.,negative
1245,@cnn #tweetdebate - Anyone else find it rude that McCain didn't even look at Obama once?,negative
1246,Both candidates are unable to tell the difference between the Republican Guard and the Revolutionary Guard. #debate08,negative
1247,"""#debate08 Lehrer pounding on 'What can't we do, due to cost of bailout?' = job interview """"What would you do if bear broke into yr house?""""""",negative
1248,CNN poll on the debate...McCain got ObamOWNED. #debate08,negative
1249,Both candidates are unable to tell the difference between the Republican Guard and the Revolutionary Guard. #debate08,negative
1250,@current I've got the live stream going #current....awesome!,positive
1251,Current TV is pretty cool. Streaming Twitter feedback #tweetdebate,positive
1252,#tweetdebate the first debate is about to start,positive
1253,#tweetdebate - good luck both candidates,positive
1254,I can't imagine McCaine beating Obama in a war of words. #tweetdebate,positive
1255,#tweetdebate Awesome first debate question,positive
1256,Obama +1 for swift and wise  #tweetdebate,positive
1257,"""+1 for Obama """"Moving fast, moving swiftly"""" #tweetdebate""",positive
1258,Obama looks good. #tweetdebate #current,positive
1259,+1 for Obama having 4 clear objectives to his plan #tweetdebate,positive
1260,Looking forward to the twitter storm taking place tonight. #tweetdebate,positive
1261,""""""" Obama +1 for articulating his plans - initial & recognition #tweetdebate""""""",positive
1262,Obama +1 on taxpayer protection and fair shake #tweetdebate,positive
1263,Obama +1 #tweetdebate,positive
1264,#tweetdebate +3 to Obama - the failed economy is because of the last 8 years of Bush and McCain's support for those policies,positive
1265,McCain +1 for plugging Kennedy #tweetdebate,positive
1266,+1 to Obama for trashing of the trickle down #tweetdebate,positive
1267,McCain +1 Kennedy comment #tweetdebate,positive
1268,Obama +1 for bullet pointing his bailout policy clearly #tweetdebate,positive
1269,Obama +2 for specifics #tweetdebate,positive
1270,+1 Obama #tweetdebate,positive
1271,+1 for mcCain #tweetdebate,positive
1272,1st impressions: Obama has come across as more presidential and articulate. #tweetdebate,positive
1273,"""+Obama for giving a clear concise answer to the first question ",negative
1274,+1 for Lehrer for calling them both back on track re: recovery plan #tweetdebate,positive
1275,@jowyang #tweetdebate +1 for Obama too for clear objectives but both are still not that clear where they stand.,positive
1276,I <3 lehrer #tweetdebate great move of repeating question,positive
1277,however no dependency on oil would be ideal #tweetdebate,positive
1278,"""+1 for Jim Lehrer for being a great moderator, everyone drink! #tweetdebate""",positive
1279,+2 for Obama making eye contact with the camera #tweetdebate,positive
1280,Obama +1 for equating Republicans with anti-regulation #tweetdebate,positive
1281,McCaine +1 for holding people accountable. but let's start with him! #tweetdebate,positive
1282,Obama +1 pt: We need more responsibility but not just during a crisis. #tweetdebate,positive
1283,#tweetdebate 21st century framework- I like that and it resonates with me as a future minded strategist & leader @barrackobama,positive
1284,mccain +1 for having a sense of humor (he heard him) #tweetdebate,positive
1285,Obama +3 for wanting responsibility all the time #tweetdebate,positive
1286,"""Obama: +2 for saying """"we need responsibility all the time, not just during a crisis"""" #tweetdebate""",positive
1287,Obama +1 for calling Mccain out on his history against oversight #tweetdebate,positive
1288,@nohype good point!,positive
1289,+3 McCain for looking Presidential #tweetdebate,positive
1290,Obama +1 for holding McCain accountable for his recent record #tweetdebate,positive
1291,+1 pt for McCain for his first direct answer #tweetdebate,positive
1292,"""McCain +1 quotable """"I have a fundamental belief in the strength of the American worker."""" #tweetdebate""",positive
1293,#tweetdebate +1 for Obama for shooting straight to the root of the ideological issue. +1 for McCain for admitting the Republican failure.,positive
